customer_id,full_name,mobile_number,age,gender,region,date_joined,is_business_user,risk_score,is_business_user_bool,Age_Group
cust100000,Ryan Gallagher,7631706690,26,female,north,28-01-2024,FALSE,0.39,0,Young Adult
cust100001,Robert Garza,806360837,49,female,west,16-04-2025,FALSE,0.13,0,Adult
cust100002,Haley Rhodes,8124158683,68,male,west,10-02-2022,TRUE,0.14,1,Senior
cust100003,Sonya Mathis,3662585178,42,male,north,18-02-2021,FALSE,0.07,0,Adult
cust100004,Ryan Wood,9996228303,35,female,south,17-04-2023,FALSE,0.3,0,Young Adult
cust100005,Crystal Palmer,9068288360,24,female,north,31-12-2022,TRUE,0,1,Young Adult
cust100006,Julian Everett,5088995790,59,female,west,13-08-2024,FALSE,0.41,0,Adult
cust100007,Krista White,1107043419,45,female,central,08-07-2021,FALSE,0.11,0,Adult
cust100008,Christopher Scott,5771046563,46,female,central,20-11-2021,FALSE,0.24,0,Adult
cust100009,Nicholas Davila,6202786838,32,female,west,06-11-2022,FALSE,0.17,0,Young Adult
cust100010,Amanda Leonard,2304114426,19,male,central,03-06-2023,FALSE,0.38,0,Young Adult
cust100011,Justin Jefferson,9806351396,24,male,east,21-07-2023,FALSE,0,0,Young Adult
cust100012,Todd Price MD,4023592563,39,female,central,04-12-2021,FALSE,0.16,0,Adult
cust100013,James Kelley,122283459,45,female,south,15-02-2023,FALSE,0.15,0,Adult
cust100014,Gerald Wilson,9815061622,55,female,west,19-04-2022,FALSE,0.34,0,Adult
cust100015,Rachael Gray,5498174104,50,male,north,27-08-2020,FALSE,0.07,0,Adult
cust100016,Anna Wilson,6217232166,65,female,west,17-08-2024,FALSE,0.18,0,Senior
cust100017,Sabrina Pierce,5000495765,41,female,east,03-08-2022,TRUE,0.09,1,Adult
cust100018,Evan Guzman,9875428343,60,female,south,29-10-2021,FALSE,0.21,0,Adult
cust100019,Douglas Lucero,3640525943,43,male,north,07-04-2022,FALSE,0.27,0,Adult
cust100020,Lauren Carlson,6148110045,37,female,central,23-01-2023,FALSE,0.07,0,Adult
cust100021,Brittany Mason,2225418942,43,female,south,23-01-2025,FALSE,0.34,0,Adult
cust100022,Thomas Johnson,2468203417,18,female,central,20-08-2024,FALSE,0.31,0,Young Adult
cust100023,Kimberly York,2470690059,53,male,central,14-04-2021,FALSE,0.26,0,Adult
cust100024,David Calderon,9137028587,54,male,east,31-03-2025,FALSE,0.31,0,Adult
cust100025,Courtney Edwards,8943018528,56,female,north,04-06-2024,FALSE,0.12,0,Adult
cust100026,Emily Schwartz,1198962246,70,female,central,06-09-2021,FALSE,0.19,0,Senior
cust100027,Norma Williams,2808141412,51,female,south,10-06-2025,FALSE,0.09,0,Adult
cust100028,Tracy Parks,6625729731,21,male,east,01-10-2022,FALSE,0.17,0,Young Adult
cust100029,Susan Guerrero,387900934,30,female,west,17-08-2021,FALSE,0.26,0,Young Adult
cust100030,Joshua Nelson,5761396341,40,male,north,11-02-2025,FALSE,0.12,0,Adult
cust100031,Keith Smith,5946858501,57,female,east,22-10-2022,FALSE,0.15,0,Adult
cust100032,Eric Ross,3804983798,19,female,south,22-08-2022,FALSE,0.12,0,Young Adult
cust100033,Victoria Torres,3580696659,29,female,central,08-07-2023,FALSE,0.1,0,Young Adult
cust100034,Stephanie Goodman,6264219054,70,female,north,02-08-2024,FALSE,0.12,0,Senior
cust100035,Michael Torres,7804819615,61,male,north,05-12-2020,FALSE,0.2,0,Senior
cust100036,Christopher Page,9438335411,66,female,south,03-02-2024,FALSE,0.07,0,Senior
cust100037,Mary Mcdonald,4593686274,69,female,east,05-12-2024,FALSE,0.23,0,Senior
cust100038,Daniel Stuart,5634312979,28,male,central,28-02-2025,FALSE,0.4,0,Young Adult
cust100039,Lisa Green,5463134113,60,male,east,31-07-2022,FALSE,0.29,0,Adult
cust100040,Brett Lopez Jr.,8975419213,38,female,north,05-08-2022,TRUE,0.18,1,Adult
cust100041,James Jackson II,6374579131,42,male,south,28-10-2020,FALSE,0.09,0,Adult
cust100042,Shannon Flores,6220062809,34,female,central,29-06-2022,FALSE,0.11,0,Young Adult
cust100043,Joel Larsen,8204161307,56,male,north,13-10-2023,FALSE,0.4,0,Adult
cust100044,Melissa Singleton,4330992569,43,male,south,01-02-2024,FALSE,0.21,0,Adult
cust100045,Tracy Stein,6149142120,50,female,central,10-03-2025,FALSE,0.12,0,Adult
cust100046,Sarah Brown,5150280726,58,female,central,30-05-2024,FALSE,0.22,0,Adult
cust100047,Jill Doyle,1406045246,51,female,west,18-08-2024,FALSE,0.45,0,Adult
cust100048,Elizabeth Coleman,5586971278,69,male,west,15-07-2025,TRUE,0.21,1,Senior
cust100049,Sandy Haynes,5685165291,37,male,south,23-10-2020,FALSE,0.27,0,Adult
cust100050,Marilyn Edwards,5880812555,37,male,north,18-06-2023,FALSE,0.24,0,Adult
cust100051,Douglas Gibson,208794395,37,female,west,27-05-2022,FALSE,0.16,0,Adult
cust100052,Maria Powell,8202439212,26,male,north,05-06-2024,FALSE,0.06,0,Young Adult
cust100053,Lisa Cain,1981132860,31,female,central,19-07-2023,FALSE,0.16,0,Young Adult
cust100054,Katelyn Aguirre,3675837146,70,female,central,07-08-2021,FALSE,0.17,0,Senior
cust100055,Patricia Robertson,8996057034,42,male,north,28-01-2024,FALSE,0.27,0,Adult
cust100056,Kimberly Short,4868869947,61,female,central,07-02-2022,FALSE,0.3,0,Senior
cust100057,Laurie Pierce,9056640110,24,female,west,06-07-2022,FALSE,0.31,0,Young Adult
cust100058,Robert Watson,1752620245,49,male,central,19-11-2024,FALSE,0.23,0,Adult
cust100059,Donna Cuevas,4657376611,36,male,south,29-03-2021,FALSE,0.31,0,Adult
cust100060,Crystal Johnson,6201690838,69,other,south,14-09-2022,FALSE,0.11,0,Senior
cust100061,Matthew Howe,2703161748,31,male,north,31-01-2023,FALSE,0.35,0,Young Adult
cust100062,Larry Mendoza,2846847839,53,male,central,12-04-2022,FALSE,0.26,0,Adult
cust100063,Mr. William Sandoval,4138443622,52,male,north,16-11-2021,TRUE,0.16,1,Adult
cust100064,Mark Berger,2644744737,28,male,central,07-06-2022,FALSE,0.26,0,Young Adult
cust100065,George Obrien,2085823597,66,male,central,30-12-2022,FALSE,0.19,0,Senior
cust100066,Stephen Hale,9213938946,41,male,north,26-03-2022,FALSE,0.34,0,Adult
cust100067,Samantha Short,5498601552,56,female,west,28-02-2021,FALSE,0.38,0,Adult
cust100068,Briana Berry,4534805012,53,female,east,23-03-2025,TRUE,0.46,1,Adult
cust100069,Nathan Vazquez,8515294619,22,male,south,12-09-2023,FALSE,0.03,0,Young Adult
cust100070,Kristy Nichols,8209812336,39,male,central,19-12-2021,FALSE,0.03,0,Adult
cust100071,Joshua Duffy,1518588890,42,male,central,09-09-2023,FALSE,0.14,0,Adult
cust100072,Carlos Jones,5422676192,23,female,east,10-12-2021,FALSE,0.22,0,Young Adult
cust100073,Rebecca Munoz,6817069645,54,female,north,21-08-2022,FALSE,0.31,0,Adult
cust100074,Amy Ruiz,9288584957,35,male,north,10-09-2024,FALSE,0.24,0,Young Adult
cust100075,Robert Allen,5654096665,18,female,north,24-01-2022,TRUE,0,1,Young Adult
cust100076,Jessica Lyons,8287519073,25,female,north,06-07-2022,FALSE,0.16,0,Young Adult
cust100077,Carrie Moran,3775736768,68,other,west,12-03-2021,FALSE,0.3,0,Senior
cust100078,Derek Martinez Jr.,2768422814,46,male,south,08-09-2020,FALSE,0.23,0,Adult
cust100079,Mark Fitzgerald,8362253188,24,male,west,25-05-2025,FALSE,0.29,0,Young Adult
cust100080,Kevin Palmer,3898136719,52,female,east,25-10-2023,FALSE,0.17,0,Adult
cust100081,Justin May,47462928,63,male,north,18-02-2024,FALSE,0.18,0,Senior
cust100082,Joseph West,6374524942,38,male,north,01-07-2024,FALSE,0.22,0,Adult
cust100083,Monique Rogers,5649702243,36,female,east,30-07-2021,FALSE,0.25,0,Adult
cust100084,Kimberly Gonzalez,8763112006,38,male,north,05-07-2022,FALSE,0.22,0,Adult
cust100085,Leslie Anderson,4365234257,56,female,north,10-04-2023,FALSE,0.21,0,Adult
cust100086,Ronald Clark,9195749005,68,female,central,24-05-2021,FALSE,0.12,0,Senior
cust100087,Thomas Short,3886136829,48,female,east,13-11-2021,FALSE,0.25,0,Adult
cust100088,Bryan Harris,3402883646,31,male,south,03-08-2022,FALSE,0.21,0,Young Adult
cust100089,Michael Bass Jr.,3685311067,70,male,west,15-07-2021,TRUE,0.34,1,Senior
cust100090,Jonathan Boone,3591507092,54,female,south,19-01-2025,FALSE,0.34,0,Adult
cust100091,Teresa Harrison,6894645708,37,male,south,02-05-2025,FALSE,0.22,0,Adult
cust100092,Alicia Torres,8419566809,55,female,east,03-07-2023,FALSE,0.15,0,Adult
cust100093,Joseph Garcia,591718758,24,female,central,11-03-2025,FALSE,0.12,0,Young Adult
cust100094,Tammy Browning,2916586554,23,male,north,22-08-2023,FALSE,0.25,0,Young Adult
cust100095,Arthur Mccoy,9911246124,43,male,central,08-05-2023,FALSE,0.21,0,Adult
cust100096,Cynthia Garcia,3818554820,64,male,north,21-10-2022,FALSE,0.16,0,Senior
cust100097,Paul Johnson,986233192,68,male,west,19-06-2025,FALSE,0.21,0,Senior
cust100098,Mikayla Ellis,9530070248,27,male,east,16-10-2020,TRUE,0.13,1,Young Adult
cust100099,Stephen Warren,3743785561,60,male,south,27-07-2021,FALSE,0.28,0,Adult
cust100100,Michael Phillips,701996955,70,female,east,18-12-2020,FALSE,0.15,0,Senior
cust100101,Michael Brock,9724849698,50,female,central,21-11-2021,FALSE,0.35,0,Adult
cust100102,Larry Williams,8737526601,31,male,north,17-05-2022,FALSE,0.25,0,Young Adult
cust100103,Alejandra Walton,5549031511,70,female,central,27-03-2021,FALSE,0.27,0,Senior
cust100104,Tina Lawson,9544668713,65,other,south,19-08-2022,FALSE,0.07,0,Senior
cust100105,Andrew Allen,3924504772,45,female,north,21-12-2023,FALSE,0.22,0,Adult
cust100106,Jacob Spencer,9484604171,60,male,north,06-02-2023,FALSE,0.29,0,Adult
cust100107,Nicole Curry,198882240,46,female,central,27-06-2025,FALSE,0.09,0,Adult
cust100108,Aaron Brown,855090837,46,female,west,05-08-2021,TRUE,0.17,1,Adult
cust100109,Juan King,387055610,39,male,west,29-05-2023,TRUE,0.2,1,Adult
cust100110,Anna Lopez,521723045,59,female,central,19-11-2020,TRUE,0.04,1,Adult
cust100111,Curtis Perez,113448630,62,male,south,19-03-2024,FALSE,0.24,0,Senior
cust100112,Erika Howard,3752913164,26,male,east,04-04-2023,FALSE,0.3,0,Young Adult
cust100113,Tara Fischer,5567805242,43,male,north,08-02-2022,FALSE,0.1,0,Adult
cust100114,Joshua Acosta,2194355247,18,male,east,21-02-2022,FALSE,0.24,0,Young Adult
cust100115,Joshua Mercado,2780035585,59,female,south,19-11-2024,FALSE,0.04,0,Adult
cust100116,Lori Wade,493034596,49,female,south,25-10-2021,FALSE,0.2,0,Adult
cust100117,Crystal Roberts,3584223149,39,female,east,24-02-2023,FALSE,0.01,0,Adult
cust100118,Kimberly Berger,7285361433,32,male,north,29-05-2024,FALSE,0.33,0,Young Adult
cust100119,Daniel Martin,1933173952,59,female,south,21-06-2023,FALSE,0.25,0,Adult
cust100120,Megan Galloway,8005785271,68,female,east,24-02-2023,FALSE,0.2,0,Senior
cust100121,Taylor Santiago,1756141502,37,female,east,19-02-2025,FALSE,0.11,0,Adult
cust100122,Dennis Roth,4240166934,62,female,central,18-05-2022,TRUE,0.35,1,Senior
cust100123,Krystal Johnston,5165893672,25,female,central,04-10-2024,FALSE,0.44,0,Young Adult
cust100124,Dana Cross,8879758297,29,male,west,01-08-2022,FALSE,0,0,Young Adult
cust100125,Nathaniel Rivas,5055738417,54,female,north,20-05-2024,FALSE,0.35,0,Adult
cust100126,Christopher Ramos,2977093907,43,female,east,13-11-2023,FALSE,0.4,0,Adult
cust100127,Victoria Chaney,2522984386,28,female,north,08-12-2022,FALSE,0.24,0,Young Adult
cust100128,Emily Meyer,2051668297,23,female,north,04-11-2022,FALSE,0.06,0,Young Adult
cust100129,Helen Clark,6276277890,23,female,south,13-07-2023,FALSE,0.3,0,Young Adult
cust100130,Leslie Freeman,4208018375,57,female,north,20-10-2022,FALSE,0.18,0,Adult
cust100131,Ashley Brown,5812686978,33,female,west,04-05-2021,FALSE,0.13,0,Young Adult
cust100132,Wesley Carr,1160725854,45,male,east,02-08-2022,FALSE,0.05,0,Adult
cust100133,Mitchell Turner,4217272718,57,female,south,18-03-2021,FALSE,0.27,0,Adult
cust100134,Zachary Snyder,9757683238,56,female,north,05-08-2021,FALSE,0.3,0,Adult
cust100135,Danielle Norman,5559963435,35,male,central,01-08-2022,TRUE,0.13,1,Young Adult
cust100136,Mckenzie Thompson,3319563416,30,female,central,12-08-2020,TRUE,0.26,1,Young Adult
cust100137,Robert Crane,2665884332,58,female,south,01-06-2021,FALSE,0.06,0,Adult
cust100138,Tracey Thomas,6259592052,31,male,south,22-09-2021,FALSE,0.3,0,Young Adult
cust100139,Leslie Johnson,9235245167,35,male,east,28-09-2020,FALSE,0.21,0,Young Adult
cust100140,Craig Allen,8311165179,46,female,south,18-03-2023,FALSE,0.18,0,Adult
cust100141,Mary Thomas,6583312330,49,male,north,19-10-2021,FALSE,0.19,0,Adult
cust100142,Richard Alexander,64623565,54,female,south,09-07-2023,FALSE,0.3,0,Adult
cust100143,Jesse Barker,1316205224,24,female,north,19-09-2020,FALSE,0.29,0,Young Adult
cust100144,Karen Christensen,9812869863,65,male,east,25-02-2025,FALSE,0.26,0,Senior
cust100145,Karen Gross,9951151319,66,female,south,11-01-2021,TRUE,0.22,1,Senior
cust100146,Susan Young,9684609049,41,female,east,26-12-2022,FALSE,0.21,0,Adult
cust100147,Terry Booth,4827749925,61,male,central,22-02-2023,FALSE,0.27,0,Senior
cust100148,Olivia Estrada,7340127154,25,male,west,27-10-2024,FALSE,0.23,0,Young Adult
cust100149,William Suarez,7077958520,52,male,central,14-04-2023,FALSE,0.28,0,Adult
cust100150,Lisa Brown,8096115999,59,female,west,27-03-2025,FALSE,0.16,0,Adult
cust100151,Levi Moreno,9101884328,18,other,central,06-05-2021,FALSE,0,0,Young Adult
cust100152,Ann Gomez,4931940069,65,female,central,03-06-2025,FALSE,0.32,0,Senior
cust100153,Jennifer Pittman,6655822330,47,female,central,03-06-2022,FALSE,0.46,0,Adult
cust100154,Erica Robinson,1790744432,65,female,east,16-01-2024,FALSE,0.25,0,Senior
cust100155,Andrew Tate,3714963851,46,female,central,02-11-2021,FALSE,0.19,0,Adult
cust100156,Brian Crawford DDS,626204696,51,male,west,15-10-2023,FALSE,0.18,0,Adult
cust100157,Devon Larson,2884081574,43,male,central,06-05-2024,FALSE,0.19,0,Adult
cust100158,Robert Russell,2867380606,64,female,north,07-08-2023,FALSE,0.2,0,Senior
cust100159,Andrew Gibson,110945418,65,male,east,12-12-2022,FALSE,0.07,0,Senior
cust100160,Gabriel Mack,9333448549,44,female,south,13-08-2020,FALSE,0.14,0,Adult
cust100161,Dr. Richard Hernandez,6322891563,43,female,south,21-05-2021,FALSE,0.08,0,Adult
cust100162,James Rodriguez,7511131878,70,female,north,20-11-2022,FALSE,0.23,0,Senior
cust100163,Carol Reynolds,4389444544,34,female,west,30-10-2020,FALSE,0.16,0,Young Adult
cust100164,Lori Wyatt,5741313032,52,male,west,17-09-2023,FALSE,0.26,0,Adult
cust100165,Mary Johnson,2803210259,49,male,central,06-01-2021,TRUE,0.18,1,Adult
cust100166,Chloe Smith,6688874127,50,male,central,30-05-2023,FALSE,0.32,0,Adult
cust100167,Luke Fox,5606978102,40,male,west,16-05-2023,TRUE,0.23,1,Adult
cust100168,Kimberly Vargas,4809438882,50,female,south,29-09-2021,FALSE,0.46,0,Adult
cust100169,Christopher Barrett,1096723971,43,female,east,11-06-2025,FALSE,0,0,Adult
cust100170,Shelley Brown,8569374656,31,female,south,24-07-2025,FALSE,0.12,0,Young Adult
cust100171,Jamie Oliver,1069707137,35,male,central,08-05-2022,FALSE,0.31,0,Young Adult
cust100172,George Johnson,6473760841,47,female,north,10-01-2022,FALSE,0.5,0,Adult
cust100173,Bradley Garrett,2756771979,59,female,central,04-01-2021,FALSE,0.17,0,Adult
cust100174,Amy Ramirez,7950753350,57,female,west,15-09-2020,FALSE,0.21,0,Adult
cust100175,Jennifer Holder,2507898206,29,male,east,14-09-2021,FALSE,0.17,0,Young Adult
cust100176,Megan Mata,6668647590,39,female,east,26-12-2020,FALSE,0.36,0,Adult
cust100177,Nicole Martin,8892467457,63,male,north,11-12-2024,FALSE,0.17,0,Senior
cust100178,Donna Howard,4624947027,57,male,west,22-02-2021,FALSE,0.28,0,Adult
cust100179,James Thompson,40873597,33,female,south,22-02-2021,TRUE,0.16,1,Young Adult
cust100180,Shelley Mayer,7856669422,64,male,central,17-11-2024,FALSE,0.05,0,Senior
cust100181,Guy Bennett,1837359823,64,male,east,02-02-2022,FALSE,0.24,0,Senior
cust100182,Brenda Ross,1053236789,28,male,south,16-12-2021,FALSE,0.26,0,Young Adult
cust100183,Gail Olson,287210102,46,male,west,26-12-2021,FALSE,0.36,0,Adult
cust100184,Jennifer Weaver,1673152906,63,male,east,13-10-2023,TRUE,0.19,1,Senior
cust100185,Ray Lin,9085609716,32,male,west,17-08-2022,FALSE,0.13,0,Young Adult
cust100186,Keith Ibarra,5260248962,29,male,central,15-07-2024,TRUE,0.27,1,Young Adult
cust100187,Edward Shepherd,9625276982,66,male,north,10-02-2023,FALSE,0.23,0,Senior
cust100188,Lisa Blevins,424641401,51,female,central,05-10-2024,FALSE,0.23,0,Adult
cust100189,Sarah Mcdonald,311109104,60,female,north,02-09-2022,FALSE,0.19,0,Adult
cust100190,Ashley Kirby,2897259689,29,male,west,08-12-2023,FALSE,0.34,0,Young Adult
cust100191,Scott Galvan,1710048499,46,male,south,30-04-2025,FALSE,0.24,0,Adult
cust100192,Judy Wilson,8057162415,33,female,west,09-11-2021,FALSE,0.43,0,Young Adult
cust100193,Erin Oliver,7526569714,42,male,east,09-11-2020,FALSE,0.33,0,Adult
cust100194,Jose Gonzalez,5407826718,55,male,south,04-08-2024,FALSE,0.28,0,Adult
cust100195,Daniel Simmons,3234555492,20,male,north,30-09-2020,FALSE,0,0,Young Adult
cust100196,John Norman,3431655310,38,female,central,05-04-2025,FALSE,0.27,0,Adult
cust100197,Gary Norton,9459163975,30,male,south,17-06-2024,FALSE,0.25,0,Young Adult
cust100198,Ashley Schmidt,8746690162,19,male,south,01-04-2024,FALSE,0.3,0,Young Adult
cust100199,Thomas Santiago,2734804424,52,male,west,17-09-2024,FALSE,0.33,0,Adult
cust100200,Karen Graham,4894744244,23,male,east,04-08-2024,FALSE,0.15,0,Young Adult
cust100201,Chase Hughes,193508406,20,female,central,27-07-2024,FALSE,0.3,0,Young Adult
cust100202,Lori Nguyen,5863810507,20,female,north,21-09-2020,FALSE,0.13,0,Young Adult
cust100203,Shirley Campbell,76816460,30,male,south,04-08-2025,FALSE,0.43,0,Young Adult
cust100204,Kevin Tucker,5623871663,61,female,south,15-11-2021,FALSE,0.04,0,Senior
cust100205,Andrew Norman,6414072483,42,male,east,23-03-2021,FALSE,0,0,Adult
cust100206,Krista Bradley,1429312968,59,female,south,06-06-2023,TRUE,0,1,Adult
cust100207,Thomas Fleming,2066323197,68,female,east,18-04-2023,FALSE,0.09,0,Senior
cust100208,Maxwell Wright,9424594833,62,female,central,13-04-2023,FALSE,0.07,0,Senior
cust100209,Daniel Jackson,9364434600,40,female,central,30-11-2024,FALSE,0.43,0,Adult
cust100210,Teresa Turner,3444792952,52,male,north,18-07-2022,FALSE,0.16,0,Adult
cust100211,Bernard Snyder,5097666597,65,female,north,24-05-2024,FALSE,0.04,0,Senior
cust100212,Shannon Roberts,5966160693,24,male,south,26-02-2021,FALSE,0.33,0,Young Adult
cust100213,Michael Reyes,5587267920,20,male,north,11-02-2023,FALSE,0.13,0,Young Adult
cust100214,Pamela Wilson,3042212964,50,male,east,03-06-2024,TRUE,0.05,1,Adult
cust100215,Steven Nielsen,6872917331,38,male,central,04-01-2024,TRUE,0.31,1,Adult
cust100216,Collin Austin,9515842976,60,male,west,06-07-2024,FALSE,0.27,0,Adult
cust100217,Michelle Walker,6653786592,46,male,central,08-11-2020,FALSE,0.15,0,Adult
cust100218,Wanda Roy,5527387849,34,female,north,20-08-2021,FALSE,0.37,0,Young Adult
cust100219,Diane Collier,3470630449,42,male,east,25-08-2021,FALSE,0.22,0,Adult
cust100220,Peter Nguyen,620877586,26,male,west,26-09-2020,FALSE,0.39,0,Young Adult
cust100221,Mary Price,350272722,61,male,west,07-11-2021,FALSE,0.26,0,Senior
cust100222,Melissa Hunt,3086373233,50,female,east,31-03-2023,FALSE,0.39,0,Adult
cust100223,Maria Evans,3341900951,50,female,central,25-07-2024,FALSE,0.21,0,Adult
cust100224,Joy Miller,5573671650,26,female,west,07-01-2022,FALSE,0.05,0,Young Adult
cust100225,Jacqueline Horne,4243553000,53,female,central,18-02-2024,FALSE,0.49,0,Adult
cust100226,Erika Reeves,1302654706,52,male,east,23-02-2021,FALSE,0.13,0,Adult
cust100227,Nicole Perez,272519388,30,male,central,13-05-2021,FALSE,0.18,0,Young Adult
cust100228,Charles Neal,9120944502,44,male,central,05-02-2024,TRUE,0.12,1,Adult
cust100229,Robert Mcmahon,6657547240,37,female,central,25-02-2022,FALSE,0.18,0,Adult
cust100230,Amy Brown,326963994,37,male,east,05-07-2021,FALSE,0.23,0,Adult
cust100231,Brandon Orr,8335887169,65,female,north,18-05-2022,FALSE,0.22,0,Senior
cust100232,Catherine Garcia,7631145659,27,male,east,24-03-2022,FALSE,0.28,0,Young Adult
cust100233,Linda Jones,5175034623,54,male,east,26-12-2021,FALSE,0.42,0,Adult
cust100234,Amber Anthony,9128793760,41,female,west,19-04-2021,FALSE,0.19,0,Adult
cust100235,Heather Carter,2836719588,23,female,north,09-07-2021,FALSE,0.05,0,Young Adult
cust100236,Chelsey Reed,8623038802,51,female,east,22-11-2024,FALSE,0.06,0,Adult
cust100237,Alexander Stephens,1465908070,62,female,east,01-04-2024,FALSE,0.12,0,Senior
cust100238,Timothy Leonard,4190161310,69,female,west,27-10-2021,FALSE,0,0,Senior
cust100239,Theresa Faulkner,7898376101,56,female,central,09-06-2025,FALSE,0.3,0,Adult
cust100240,Lisa Harris,6673370447,19,male,south,23-01-2023,FALSE,0.14,0,Young Adult
cust100241,Heather Rodriguez,3602665821,25,male,west,26-01-2025,FALSE,0.16,0,Young Adult
cust100242,Amanda Parsons,2076956534,57,male,north,11-08-2021,FALSE,0.2,0,Adult
cust100243,Steven Velasquez,1157483853,61,male,north,15-05-2021,FALSE,0.03,0,Senior
cust100244,Steve Wright,2112796349,22,female,central,20-07-2022,FALSE,0.1,0,Young Adult
cust100245,Zachary Wilson,8021287610,22,female,south,22-05-2022,FALSE,0.28,0,Young Adult
cust100246,Andrew Holder,8344248581,29,female,west,28-01-2025,TRUE,0.27,1,Young Adult
cust100247,Wesley Reyes,408990687,41,female,west,04-09-2024,FALSE,0.15,0,Adult
cust100248,Luke Garrison,9061735906,36,male,south,15-12-2022,FALSE,0.42,0,Adult
cust100249,Chelsea Smith,8167884106,33,male,east,13-05-2021,FALSE,0.04,0,Young Adult
cust100250,Robin Zamora,1995139522,30,female,north,31-03-2022,FALSE,0.16,0,Young Adult
cust100251,Paul Carter,8765887220,34,male,north,20-06-2021,FALSE,0.17,0,Young Adult
cust100252,Mark Clark,1788669688,67,male,west,02-01-2024,TRUE,0,1,Senior
cust100253,Douglas Martinez,9273267053,57,female,central,06-12-2023,FALSE,0.43,0,Adult
cust100254,Raymond Carroll,1961100112,20,male,west,03-05-2023,TRUE,0.24,1,Young Adult
cust100255,Zachary Jordan,6151675810,37,female,north,12-02-2025,FALSE,0.07,0,Adult
cust100256,Jason Knox,7805944270,70,male,east,24-10-2020,FALSE,0.45,0,Senior
cust100257,William Hanson,3497731240,52,female,central,23-10-2023,FALSE,0.27,0,Adult
cust100258,Randall Thompson,9524114364,44,female,central,27-04-2023,FALSE,0.25,0,Adult
cust100259,Brenda Wilcox,3761067047,58,female,west,09-12-2022,FALSE,0.13,0,Adult
cust100260,John Pitts,2635730315,50,male,south,04-12-2020,FALSE,0.21,0,Adult
cust100261,Jeffrey Mclaughlin,9750342816,28,male,north,14-10-2024,FALSE,0.02,0,Young Adult
cust100262,Ruben Booth,4453039442,65,female,north,02-08-2024,FALSE,0.3,0,Senior
cust100263,Shirley Bailey,7139501323,43,male,north,25-09-2022,FALSE,0.16,0,Adult
cust100264,Jennifer Bell,9545550164,23,female,west,20-05-2025,FALSE,0.22,0,Young Adult
cust100265,Ryan Hunt,6798832806,35,female,east,16-11-2021,FALSE,0.34,0,Young Adult
cust100266,Patrick Austin,9214349276,48,female,west,04-09-2020,FALSE,0.23,0,Adult
cust100267,Charles Jenkins,614671866,25,male,south,22-09-2020,FALSE,0.23,0,Young Adult
cust100268,Antonio Green,3512468218,19,other,east,27-01-2023,FALSE,0.23,0,Young Adult
cust100269,Amy Diaz,5478182013,26,female,east,22-08-2023,FALSE,0.11,0,Young Adult
cust100270,Helen Robertson,1544554667,44,male,central,14-10-2022,FALSE,0.3,0,Adult
cust100271,Stephen Graves,4697904875,44,female,west,26-01-2023,FALSE,0.39,0,Adult
cust100272,Stephen Dominguez,8995266443,49,male,west,06-09-2023,FALSE,0.29,0,Adult
cust100273,Karen Miller,647825236,43,female,north,15-03-2021,TRUE,0.31,1,Adult
cust100274,Stephanie Thomas,2036547406,31,female,south,30-12-2020,FALSE,0.09,0,Young Adult
cust100275,Kenneth Sullivan,5754150439,24,male,west,19-02-2021,FALSE,0.1,0,Young Adult
cust100276,Deanna Scott,4845270167,24,male,south,10-03-2025,FALSE,0.03,0,Young Adult
cust100277,Vicki House,2372453390,23,male,north,13-08-2023,FALSE,0.35,0,Young Adult
cust100278,Megan Ford,1350516875,52,male,north,22-04-2021,FALSE,0.17,0,Adult
cust100279,Robert Crawford,8179481926,24,female,west,22-01-2021,FALSE,0.37,0,Young Adult
cust100280,Taylor Reyes,891115198,65,male,east,24-10-2023,FALSE,0.11,0,Senior
cust100281,James Gutierrez,6989279761,29,male,north,03-04-2022,FALSE,0.15,0,Young Adult
cust100282,Brenda Levine,550267906,61,female,west,05-05-2023,FALSE,0.21,0,Senior
cust100283,Shane Foster,7652492992,46,male,central,14-05-2023,FALSE,0.31,0,Adult
cust100284,Leah Barber,8757680636,43,male,west,27-09-2024,FALSE,0.21,0,Adult
cust100285,Timothy Johnson,6428798541,42,female,south,23-12-2024,FALSE,0.23,0,Adult
cust100286,Natasha Fritz,5687768007,34,male,central,04-11-2024,FALSE,0.2,0,Young Adult
